title,company_name,description,skills_requirements,location,stipend,category,application_deadline,is_remote
Data Analyst Intern,Byjus,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Cloud Computing, Networking, Python",Chennai,19752-33017,Cybersecurity,2026-04-16,False
Cloud Engineering Intern,Wipro,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","AWS, Data Analysis, Kubernetes, Pandas, Power BI, SQL, Tableau",Chennai,12200-15599,Data Science,2025-12-30,False
Marketing Intern,Accenture,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Docker, Figma, GCP, Linux, NLP",Bangalore,16322-27756,Cloud / DevOps,2026-07-13,False
Frontend Developer Intern,Wipro,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, Docker, GCP, Git/GitHub, Kubernetes",Mumbai,5390-8461,Cloud / DevOps,2026-07-12,False
Backend Developer Intern,Adobe,Design and develop user-facing features while collaborating closely with design and product.,"Cloud Computing, GCP, NLP, Statistics, Tableau",Jaipur,24918-45985,Cloud / DevOps,2026-06-10,False
Growth Intern,Google,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Git/GitHub, NumPy, Python, SQL",Noida,,Data Science,2025-12-12,False
Machine Learning Intern,Amazon,Design and develop user-facing features while collaborating closely with design and product.,"Finance Basics, NumPy, Statistics",Chennai,,Finance,2026-03-19,False
Marketing Intern,Freshworks,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Excel, Networking, Problem Solving, Python",Chennai,9535-13474,Cybersecurity,2026-07-07,False
Cybersecurity Intern,Amazon,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Machine Learning, NLP, Python",Hyderabad,21099-35450,Artificial Intelligence,2026-05-25,False
AI Research Intern,IBM,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, Deep Learning, React",Ahmedabad,10740-38310,Artificial Intelligence,2026-07-05,False
Data Analyst Intern,Swiggy,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","AWS, Communication Skills, Data Analysis, Excel, SQL, Tableau",Chennai,8416-31502,Business / Analytics,2026-05-27,False
Frontend Developer Intern,Swiggy,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Git/GitHub, HTML/CSS, Java, Networking, React",Chennai,,Software Development,2026-05-24,False
DevOps Intern,PhonePe,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","AWS, Azure, Docker, Git/GitHub, Linux, Time Management",Noida,16974-32216,Cloud / DevOps,2026-07-23,False
Data Analyst Intern,Flipkart,High-performing interns may be considered for full-time offers or extended internships.,"Azure, Data Analysis, Excel, Finance Basics, Problem Solving, REST APIs, Statistics",Ahmedabad,23947-46835,Finance,2026-06-15,False
Marketing Intern,Adobe,Design and develop user-facing features while collaborating closely with design and product.,"Deep Learning, GCP, Problem Solving, Python, Teamwork",Delhi,22635-33840,Artificial Intelligence,2026-05-05,False
Full Stack Developer Intern,Zoho,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Cloud Computing, Cybersecurity, Machine Learning, Python",Remote,16762-36833,Cybersecurity,2026-03-10,True
AI Research Intern,Swiggy,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Figma, Kubernetes, Linux, Pandas, UI/UX Design",Gurgaon,6580-19819,UI/UX Design,2026-07-14,False
Cybersecurity Intern,Adobe,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Creativity, Data Analysis, Marketing Basics, NumPy",Jaipur,11018-25287,Marketing / Growth,2026-02-15,False
DevOps Intern,Amazon,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, C++, Communication Skills, Creativity, Data Analysis, Problem Solving",Ahmedabad,,Marketing / Growth,2026-02-27,False
Cloud Engineering Intern,Zomato,Design and develop user-facing features while collaborating closely with design and product.,"C++, Cybersecurity, HTML/CSS, Linux, Python, Teamwork",Bangalore,20792-34005,Cybersecurity,2026-07-28,False
Backend Developer Intern,Meesho,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Creativity, Data Analysis, HTML/CSS, Kubernetes, Marketing Basics",Gurgaon,11125-21178,Marketing / Growth,2026-02-15,False
Business Analyst Intern,Swiggy,Design and develop user-facing features while collaborating closely with design and product.,"Excel, Finance Basics, JavaScript, Machine Learning, Statistics",Bangalore,5116-11826,Finance,2026-01-29,False
NLP Intern,Zoho,Work on real-time projects used by thousands of users while learning from senior mentors.,"C++, Git/GitHub, HTML/CSS, Java, Python",Noida,5327-18637,Software Development,2026-03-15,False
Data Analyst Intern,IBM,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","JavaScript, Leadership, Problem Solving, Statistics",Jaipur,,Finance,2026-03-12,False
UI/UX Design Intern,Google,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Cybersecurity, Data Analysis, Deep Learning, Machine Learning, Marketing Basics, NLP, SQL, TensorFlow",Remote,,Artificial Intelligence,2026-01-18,True
Frontend Developer Intern,IBM,High-performing interns may be considered for full-time offers or extended internships.,"C++, Marketing Basics, Product Sense, Python, REST APIs, React",Jaipur,15093-31106,Software Development,2026-06-12,False
AI Research Intern,PhonePe,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Figma, GCP, HTML/CSS, Statistics, UI/UX Design",Kolkata,10679-36439,UI/UX Design,2026-05-15,False
Marketing Intern,TCS,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Data Analysis, Excel, Finance Basics, Marketing Basics, Power BI, SQL",Hyderabad,6326-25609,Business / Analytics,2026-03-01,False
DevOps Intern,Adobe,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Creativity, Data Analysis, Leadership, Product Sense, Tableau",Mumbai,12751-16602,Product,2026-04-20,False
Frontend Developer Intern,Amazon,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Cybersecurity, Java, Linux, Python",Kolkata,,Cybersecurity,2026-06-26,False
Marketing Intern,IBM,High-performing interns may be considered for full-time offers or extended internships.,"C, Communication Skills, Data Analysis, Finance Basics, Leadership, Product Sense, SQL, Teamwork",Chennai,16214-29099,Product,2025-12-24,False
Cybersecurity Intern,CRED,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Java, Problem Solving, PyTorch, React",Bangalore,5936-11929,Software Development,2026-01-01,False
AI Research Intern,Reliance,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Creativity, Marketing Basics, Python",Remote,19081-35200,Marketing / Growth,2026-06-26,True
Machine Learning Intern,Infosys,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, C, Excel, Problem Solving",Remote,15616-34390,Finance,2026-07-12,True
Full Stack Developer Intern,Microsoft,Work on real-time projects used by thousands of users while learning from senior mentors.,"Cybersecurity, NLP, PyTorch, Tableau, TensorFlow, Time Management",Kolkata,23794-34517,Machine Learning,2026-02-11,False
Full Stack Developer Intern,IBM,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Machine Learning, NumPy, Power BI, Python, SQL, Tableau, TensorFlow",Jaipur,,Data Science,2025-12-22,False
DevOps Intern,Freshworks,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Communication Skills, Creativity, Figma, NumPy, Python, UI/UX Design",Mumbai,13439-21818,UI/UX Design,2026-06-09,False
Cloud Engineering Intern,Reliance,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Data Analysis, Excel, Power BI, Statistics, Tableau",Noida,23814-41390,Business / Analytics,2026-06-17,False
DevOps Intern,Zomato,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Figma, Linux, NumPy, TensorFlow",Noida,11432-31159,UI/UX Design,2026-03-03,False
AI Research Intern,Wipro,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Marketing Basics",Gurgaon,11999-25769,Marketing / Growth,2026-02-20,False
DevOps Intern,Byjus,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Data Analysis, Marketing Basics, Tableau",Chennai,17572-46177,Business / Analytics,2026-02-26,False
Cloud Engineering Intern,IBM,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Data Analysis, Excel, NLP, SQL",Ahmedabad,,Business / Analytics,2026-01-12,False
Business Analyst Intern,Zomato,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Azure, Cybersecurity, Data Analysis, Tableau, Teamwork",Delhi,14136-37240,Data Science,2025-12-12,False
Data Analyst Intern,Swiggy,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Creativity, Data Analysis, Git/GitHub, HTML/CSS, Leadership, Product Sense, Teamwork, Time Management",Hyderabad,,Product,2026-06-06,False
Product Management Intern,CRED,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Azure, Creativity, Data Analysis, Leadership, Product Sense, Teamwork",Mumbai,9049-11653,Product,2026-02-12,False
Data Science Intern,Flipkart,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Data Analysis, Excel, Machine Learning, NumPy, Power BI, Tableau",Remote,22579-46515,Business / Analytics,2026-04-22,True
Full Stack Developer Intern,Adobe,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, Figma, Python, SQL",Mumbai,,Data Science,2026-03-13,False
DevOps Intern,Uber,Design and develop user-facing features while collaborating closely with design and product.,"Cloud Computing, Cybersecurity, Linux, Networking, Problem Solving, Python, Teamwork",Pune,11879-31198,Cybersecurity,2026-01-08,False
QA / Test Automation Intern,Google,Work on real-time projects used by thousands of users while learning from senior mentors.,"Deep Learning, Pandas, Power BI, SQL, UI/UX Design",Gurgaon,6082-18711,Business / Analytics,2026-07-02,False
Growth Intern,Accenture,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Excel, Networking, Problem Solving, PyTorch, Python",Noida,20278-30111,Cybersecurity,2026-05-10,False
QA / Test Automation Intern,Reliance,High-performing interns may be considered for full-time offers or extended internships.,"Azure, NumPy, Pandas, Python, SQL, Statistics, Tableau",Jaipur,17833-26862,Data Science,2026-07-12,False
Cloud Engineering Intern,Zomato,Work on real-time projects used by thousands of users while learning from senior mentors.,"GCP, Linux, Networking, Pandas, Problem Solving, Python",Gurgaon,23690-37304,Cybersecurity,2026-01-29,False
